weightclass,Weight In Kg,Average Submissions Attempted Per 15 Minutes,Average Takedowns Landed Per 15 Minutes,Date Of Birth,Draws,Height Cm,Losses,Name,Nickname,Reach In Cm,Significant Strike Defence,Significant Strikes Absorbed Per Minute,Significant Strikes Landed Per Minute,Significant Striking Accuracy,Stance,Takedown Accuracy,Takedown Defense,Wins
Middleweight (77.2–83.9 kg),77.11,0.6,4.17,7/13/1979,0,182.88,12,Jonathan Goulet,"""The Road Warrior""",185.42,46,2.01,1.61,41,Orthodox,70,45,23
Welterweight (70.4–77.1 kg),70.31,0.6,1.11,1/16/1996,0,172.72,3,Luigi Vendramini,"""The Italian Stallion""",185.42,57,3.82,2.82,40,Orthodox,15,100,9
Featherweight (61.3–65.8 kg),65.77,0.6,2.37,1/1/1995,0,172.72,3,Jeka Saragih,,175.26,40,2.84,2.76,50,Orthodox,100,66,14
Welterweight (70.4–77.1 kg),70.31,0.6,3.13,12/8/1981,0,170.18,21,Clay Guida,"""The Carpenter""",177.8,61,3.01,2.64,33,Orthodox,36,67,38
Featherweight (61.3–65.8 kg),65.77,0.6,3.22,10/27/1992,1,170.18,6,Chepe Mariscal,,175.26,52,3.95,4.67,53,Orthodox,38,100,15
Light Heavyweight (84.0–93.0 kg),92.99,0.6,2.99,9/25/1984,0,187.96,4,Phil Davis,"""Mr. Wonderful""",200.66,72,1.33,2.85,34,Orthodox,38,72,17
Light Heavyweight (84.0–93.0 kg),83.91,0.6,1.46,1/6/1975,1,190.5,11,Kalib Starnes,,187.96,53,4.43,2.71,48,Orthodox,33,25,17
Light Heavyweight (84.0–93.0 kg),92.99,0.6,1.73,7/16/1979,0,180.34,13,Kazuhiro Nakamura,"""Kaz""",177.8,59,1.83,1.56,37,Orthodox,36,42,21
Light Heavyweight (84.0–93.0 kg),83.91,0.6,3.62,2/20/1979,0,180.34,0,Phillip Miller,,,50,1.93,1.61,54,Orthodox,25,100,16
Middleweight (77.2–83.9 kg),77.11,0.6,2.21,2/22/1984,0,177.8,5,Edgar Garcia,,180.34,60,4.23,3.16,29,Orthodox,57,50,14
Welterweight (70.4–77.1 kg),76.2,0.6,1.91,6/17/1976,0,177.8,9,Kuniyoshi Hironaka,,177.8,54,3.01,1.98,40,Orthodox,30,25,23
Featherweight (61.3–65.8 kg),61.23,0.6,2.87,6/12/1995,0,172.72,2,Kyler Phillips,"""The Matrix""",182.88,61,3.36,5.36,46,Orthodox,46,70,11
Featherweight (61.3–65.8 kg),65.77,0.6,0.7,3/17/1987,0,170.18,8,Chan Sung Jung,"""The Korean Zombie""",182.88,52,4.52,3.93,41,Orthodox,44,72,17
Middleweight (77.2–83.9 kg),77.11,0.6,0.86,12/6/1980,0,185.42,9,Igor Araujo,,195.58,49,2.86,1.52,42,Orthodox,15,22,25
Light Heavyweight (84.0–93.0 kg),83.91,0.6,3.17,2/9/1978,0,182.88,6,Mark Munoz,"""The Filipino Wrecking Machine""",180.34,57,2.26,3.12,51,Orthodox,29,57,14
Light Heavyweight (84.0–93.0 kg),83.91,0.6,3.14,1/4/1984,0,185.42,9,Derek Brunson,"""The 1""",195.58,51,3.05,3.51,47,Southpaw,33,85,23
Middleweight (77.2–83.9 kg),77.11,0.6,3.94,7/25/1981,0,167.64,4,Michel Prazeres,"""Tractor""",170.18,57,2.51,2.38,47,Orthodox,36,47,26
Welterweight (70.4–77.1 kg),70.31,0.6,1.63,2/26/1984,0,177.8,5,TJ Grant,,182.88,56,3.21,3.95,54,Orthodox,43,36,21
Heavyweight (>=93.1 kg),104.33,0.6,0.71,10/25/1988,0,190.5,10,Jake Collier,"""The Prototype""",198.12,50,5.08,5.8,44,Orthodox,33,67,13
Featherweight (61.3–65.8 kg),61.23,0.6,0,9/9/1998,0,177.8,0,Payton Talbott,,177.8,51,3.12,6.66,51,Switch,0,88,7
Featherweight (61.3–65.8 kg),61.23,0.6,0.56,6/12/1990,0,160.02,9,John Lineker,"""Hands of Stone""",170.18,56,4.27,5.36,40,Orthodox,58,67,31
Welterweight (70.4–77.1 kg),70.31,0.6,1.95,11/5/1986,0,167.64,4,Davi Ramos,"""Tasmanian Devil""",177.8,56,3.44,2.64,37,Orthodox,40,83,10
Light Heavyweight (84.0–93.0 kg),83.91,0.6,2.17,11/20/1997,0,187.96,4,Edmen Shahbazyan,"""The Golden Boy""",190.5,43,4.13,3.46,51,Orthodox,39,63,12
Featherweight (61.3–65.8 kg),61.23,0.6,0,5/4/1987,0,170.18,6,Victor Henry,"""La Mangosta""",172.72,47,5.95,8.26,54,Switch,0,78,23
Featherweight (61.3–65.8 kg),61.23,0.6,0.32,4/12/1992,0,170.18,4,Fernie Garcia,,170.18,50,2.69,1.8,34,Orthodox,50,47,10
Middleweight (77.2–83.9 kg),77.11,0.6,2.22,6/24/1987,0,170.18,3,Brendan O'Reilly,"""The Badger""",175.26,39,2.77,1.9,47,Orthodox,43,36,6
Middleweight (77.2–83.9 kg),77.11,0.6,2.93,11/17/1981,1,187.96,4,Dong Hyun Kim,"""The Stun Gun""",193.04,58,1.89,2.12,49,Southpaw,43,71,22
Featherweight (61.3–65.8 kg),61.23,0.6,0.2,7/31/1984,0,170.18,5,Edwin Figueroa,"""El Feroz""",175.26,51,3.06,2.57,39,Orthodox,100,37,9
Featherweight (61.3–65.8 kg),61.23,0.6,2.64,2/20/1990,0,165.1,6,Damian Stasiak,"""Webster""",177.8,52,3.1,1.86,36,Orthodox,35,43,10
Featherweight (61.3–65.8 kg),65.77,0.6,1.66,7/31/1989,0,185.42,12,Julian Erosa,"""Juicy J""",187.96,47,6.35,6.22,48,Southpaw,46,61,28
Welterweight (70.4–77.1 kg),70.31,0.6,0.75,3/25/1990,0,177.8,9,Stevie Ray,"""Braveheart""",177.8,54,2.93,3.73,44,Southpaw,46,55,23
Light Heavyweight (84.0–93.0 kg),92.99,0.6,0.97,7/3/1976,1,180.34,13,Wanderlei Silva,"""The Axe Murderer""",187.96,60,2.19,2.79,40,Orthodox,53,62,35
Middleweight (77.2–83.9 kg),77.11,0.6,1.06,6/19/1979,0,185.42,6,Mike Swick,"""Quick""",195.58,54,2.29,2.36,37,Orthodox,50,61,15
Middleweight (77.2–83.9 kg),77.11,0.6,1.26,1/31/1989,0,187.96,9,Dhiego Lima,,190.5,58,3.88,3.12,39,Orthodox,34,73,17
Middleweight (77.2–83.9 kg),77.11,0.6,1.59,8/19/1994,0,180.34,7,Jake Matthews,"""The Celtic Kid""",185.42,60,2.56,3.3,45,Orthodox,40,62,19
Featherweight (61.3–65.8 kg),61.23,0.6,2.7,7/28/1990,0,172.72,5,Jose Quinonez,"""El Teco""",175.26,64,3,3.6,45,Southpaw,47,42,9
Featherweight (61.3–65.8 kg),65.77,0.6,3.21,5/27/1987,0,170.18,11,Diego Brandao,"""DB""",162.56,62,3.38,2.94,47,Orthodox,68,80,22
Welterweight (70.4–77.1 kg),70.31,0.6,1.56,11/7/1980,0,175.26,7,Ivan Jorge,,185.42,59,2.91,3.41,49,Orthodox,16,75,27
Heavyweight (>=93.1 kg),108.86,0.6,0.61,6/11/1977,0,193.04,10,Lavar Johnson,"""Big""",208.28,55,2.54,5.39,55,Orthodox,66,54,18
Featherweight (61.3–65.8 kg),61.23,0.6,1.24,10/8/1982,0,172.72,4,Ken Stone,,180.34,48,2.9,3.85,49,Southpaw,33,60,11
Light Heavyweight (84.0–93.0 kg),92.99,0.6,1.79,10/11/1981,0,190.5,12,Francis Carmont,"""Limitless""",198.12,59,1.64,2.22,42,Orthodox,36,73,25
Heavyweight (>=93.1 kg),107.05,0.6,0.64,5/17/1992,1,193.04,4,Lukasz Brzeski,"""The Bull""",198.12,57,3.46,5.08,48,Orthodox,50,42,8
Featherweight (61.3–65.8 kg),65.77,0.6,2.55,7/18/1983,2,180.34,10,Hatsu Hioki,,185.42,65,2.12,2.42,42,Orthodox,56,54,29
Light Heavyweight (84.0–93.0 kg),92.99,0.6,0.62,8/2/1984,0,182.88,7,Zak Cummings,,190.5,55,2.91,2.96,35,Southpaw,28,66,25
Light Heavyweight (84.0–93.0 kg),83.91,0.6,1.97,1/5/1989,0,180.34,5,Albert Duraev,,190.5,59,3.01,2.99,40,Orthodox,29,66,16
Welterweight (70.4–77.1 kg),70.31,0.6,1.87,9/14/1996,0,177.8,6,Melquizael Costa,"""Melk Cauthy""",180.34,64,2.53,5.11,45,Southpaw,37,42,20
Heavyweight (>=93.1 kg),111.13,0.6,0,12/31/1970,0,190.5,9,Kevin Jordan,"""The Shaman""",,55,1.91,2,40,Orthodox,0,77,11
Light Heavyweight (84.0–93.0 kg),92.99,0.6,0.44,3/17/1980,0,185.42,11,Fabio Maldonado,"""Caipira de Aco""",190.5,53,4.31,5.29,58,Orthodox,57,61,23
Flyweight (≤56.7 kg),56.7,0.6,0.32,1/20/1996,0,172.72,5,Sumudaerji,"""The Tibetan Eagle""",182.88,62,2.75,4.83,54,Southpaw,100,66,16
Featherweight (61.3–65.8 kg),61.23,0.6,0,10/22/1980,1,172.72,8,Henry Briones,"""Bure""",175.26,53,4.68,3.47,42,Orthodox,0,52,16
Middleweight (77.2–83.9 kg),77.11,0.6,2.01,10/26/1984,0,172.72,15,Rafael Dos Anjos,,177.8,60,3.19,3.52,47,Southpaw,35,56,32
Middleweight (77.2–83.9 kg),77.11,0.6,2.35,2/21/1988,1,180.34,12,Alex Oliveira,"""Cowboy""",193.04,46,2.55,2.99,51,Orthodox,38,63,22
Flyweight (≤56.7 kg),56.7,0.6,5.15,1/6/1985,0,162.56,10,Wilson Reis,,165.1,55,3.04,1.83,29,Southpaw,42,47,23
Featherweight (61.3–65.8 kg),61.23,0.6,0.62,5/20/1995,0,182.88,8,Jose Johnson,"""Lobo Solitario""",180.34,55,1.73,2.8,60,Orthodox,50,36,16
Light Heavyweight (84.0–93.0 kg),83.91,0.6,1.56,10/6/1993,0,185.42,11,Michel Pereira,"""Demolidor""",185.42,58,3.74,5.09,53,Orthodox,55,94,29
Featherweight (61.3–65.8 kg),61.23,0.6,0.86,8/5/1989,0,175.26,5,Aaron Phillips,"""The Dragon""",180.34,43,3.66,1.51,53,Southpaw,50,44,12
Featherweight (61.3–65.8 kg),61.23,0.6,1.26,1/7/1993,0,170.18,3,Luan Lacerda,,180.34,47,7.07,4.52,44,Orthodox,25,75,12
Welterweight (70.4–77.1 kg),70.31,0.6,1.2,1/2/1980,1,172.72,12,Mac Danzig,,177.8,57,3.44,3.39,48,Orthodox,37,46,21
Flyweight (≤56.7 kg),56.7,0.6,1.82,4/14/1985,0,165.1,8,Jussier Formiga,,170.18,64,2.34,1.42,39,Orthodox,35,87,23
Featherweight (61.3–65.8 kg),65.77,0.6,3.23,9/8/1975,0,167.64,9,Mike Brown,,177.8,60,2.45,2.98,44,Orthodox,40,66,26
Welterweight (70.4–77.1 kg),70.31,0.6,1.12,7/28/1995,0,180.34,7,Jacob Rosales,"""Lil' Badger""",187.96,44,10.66,7.19,46,Orthodox,18,50,13
Middleweight (77.2–83.9 kg),83.01,0.6,0.72,4/25/1976,2,172.72,11,Kazuo Misaki,"""Hitman""",,63,2.74,2.85,40,Orthodox,38,51,25
Light Heavyweight (84.0–93.0 kg),92.99,0.6,2.43,3/6/1984,0,187.96,6,Anthony Johnson,"""Rumble""",198.12,60,1.83,3.25,47,Orthodox,57,77,22
Middleweight (77.2–83.9 kg),77.11,0.6,1.81,3/1/1996,0,182.88,2,Sage Northcutt,"""Super""",180.34,58,1.96,3.58,52,Orthodox,34,41,11
Featherweight (61.3–65.8 kg),65.77,0.5,0.72,11/10/1988,0,177.8,6,Martin Day,"""The Spartan""",185.42,53,3.79,3.97,45,Orthodox,60,65,8
Featherweight (61.3–65.8 kg),61.23,0.5,0.72,3/25/1996,0,177.8,4,Mana Martinez,"""ManaBoi""",177.8,50,4.94,4.33,48,Orthodox,42,25,10
Featherweight (61.3–65.8 kg),61.23,0.5,0.45,4/8/1992,0,167.64,3,Taylor Lapilus,"""Double Impact""",185.42,62,2.27,4.18,47,Southpaw,40,81,19
Welterweight (70.4–77.1 kg),70.31,0.5,2.92,1/11/1984,0,175.26,6,Eddie Alvarez,"""The Underground King""",175.26,55,4.39,4.32,41,Orthodox,36,92,29
Light Heavyweight (84.0–93.0 kg),83.91,0.5,1,5/14/1982,0,182.88,2,Tom DeBlass,,,37,4.43,1.5,35,Orthodox,50,28,9
Middleweight (77.2–83.9 kg),77.11,0.5,0.96,12/4/1989,0,185.42,5,Mike Rhodes,"""Biggie""",187.96,64,4.13,3.2,39,Orthodox,33,75,10
Light Heavyweight (84.0–93.0 kg),92.99,0.5,2.78,6/22/1963,0,185.42,11,Randy Couture,"""The Natural""",190.5,59,1.53,2.85,57,Orthodox,46,58,19
Middleweight (77.2–83.9 kg),77.11,0.5,1.95,7/20/1986,0,177.8,6,Gilbert Burns,"""Durinho""",180.34,54,3.34,3.36,48,Orthodox,35,47,22
Heavyweight (>=93.1 kg),120.2,0.5,1.35,4/22/1985,0,182.88,9,Parker Porter,,190.5,51,6.32,6.55,50,Orthodox,26,66,14
Middleweight (77.2–83.9 kg),77.11,0.5,0.8,7/8/1990,0,190.5,5,Randy Brown,"""Rudeboy""",198.12,54,3.33,4.38,47,Orthodox,39,74,17
Welterweight (70.4–77.1 kg),70.31,0.5,0.92,10/22/1988,0,182.88,6,Alex White,"""The Spartan""",180.34,60,3.07,3.76,42,Southpaw,28,71,13
Featherweight (61.3–65.8 kg),61.23,0.5,0.48,5/16/1986,0,172.72,8,Anthony Birchak,"""El Toro""",175.26,56,3.67,3.93,36,Orthodox,14,61,16
Heavyweight (>=93.1 kg),109.77,0.5,0,1/2/1980,0,185.42,10,Oli Thompson,,,46,5.31,1.66,46,Orthodox,0,50,17
Light Heavyweight (84.0–93.0 kg),83.91,0.5,2.4,2/17/1992,0,190.5,5,Gregory Rodrigues,"""Robocop""",190.5,51,5.67,5.99,55,Orthodox,50,100,14
Welterweight (70.4–77.1 kg),70.31,0.5,2.36,2/23/1989,0,175.26,5,Olivier Aubin-Mercier,"""The Canadian Gangster""",177.8,55,2.97,2.48,51,Southpaw,33,70,11
Light Heavyweight (84.0–93.0 kg),92.99,0.5,1.09,2/5/1996,0,190.5,2,Rodolfo Bellato,"""Trator""",195.58,44,5.9,6.47,61,Orthodox,25,100,12
Light Heavyweight (84.0–93.0 kg),92.99,0.5,0.45,10/22/1985,0,185.42,3,Marcel Fortuna,"""Maozinha""",187.96,64,4.52,3.83,46,Orthodox,8,75,9
Light Heavyweight (84.0–93.0 kg),83.91,0.5,0.12,5/21/1979,0,182.88,11,Scott Smith,"""Hands of Steel""",177.8,50,5.87,1.9,27,Orthodox,6,58,18
Featherweight (61.3–65.8 kg),61.23,0.5,1.5,8/29/1987,7,170.18,12,Motonobu Tezuka,,,51,2.8,0.87,23,Southpaw,11,0,28
Featherweight (61.3–65.8 kg),65.77,0.5,1.88,3/31/1994,0,172.72,4,Felipe Colares,"""Cabocao""",175.26,36,4.65,2.17,45,Orthodox,24,43,10
Featherweight (61.3–65.8 kg),61.23,0.5,0.47,9/7/1986,0,167.64,8,Pedro Munhoz,"""The Young Punisher""",165.1,56,6.14,5.45,43,Orthodox,19,82,20
Welterweight (70.4–77.1 kg),70.31,0.5,0.95,4/27/1996,0,177.8,1,Esteban Ribovics,"""El Gringo""",175.26,52,3.4,6.16,52,Orthodox,66,60,12
Middleweight (77.2–83.9 kg),77.11,0.5,1.46,4/16/1976,0,175.26,18,Phil Baroni,"""New York Bad Ass""",182.88,40,3.93,2.77,45,Orthodox,47,60,15
Flyweight (≤56.7 kg),56.7,0.5,3.42,5/2/1992,0,170.18,5,Justin Scoggins,,167.64,55,2.16,3.56,51,Southpaw,63,82,11
Featherweight (61.3–65.8 kg),65.77,0.5,2.81,3/10/1993,0,180.34,7,Clay Collard,"""Cassius""",185.42,50,5,4.22,32,Orthodox,39,71,14
Welterweight (70.4–77.1 kg),70.31,0.5,0.81,1/25/1977,0,170.18,10,Jorge Gurgel,"""JG""",175.26,62,3.62,3.37,32,Orthodox,23,60,14
Heavyweight (>=93.1 kg),114.76,0.5,1.34,6/25/1985,1,185.42,10,Marcos Rogerio de Lima,"""Pezao""",190.5,51,2.96,3.61,56,Orthodox,47,59,21
Welterweight (70.4–77.1 kg),70.31,0.5,1.19,12/13/1978,2,175.26,14,BJ Penn,"""The Prodigy """,177.8,56,3.2,2.76,48,Orthodox,55,74,16
Welterweight (70.4–77.1 kg),70.31,0.5,0.27,12/15/1979,1,182.88,6,Paul Taylor,"""Relentless""",182.88,55,4.47,4.44,47,Orthodox,25,56,11
Middleweight (77.2–83.9 kg),77.11,0.5,1.35,2/24/1993,0,185.42,2,Gadzhi Omargadzhiev,,180.34,39,2.2,1.8,39,Switch,30,60,13
Flyweight (≤56.7 kg),56.7,0.5,1.73,12/7/1993,2,170.18,7,Brandon Moreno,"""The Assassin Baby""",177.8,56,3.4,3.8,43,Orthodox,45,64,21
Featherweight (61.3–65.8 kg),65.77,0.5,0,11/7/1989,0,167.64,4,Vince Cachero,"""The Anomaly""",172.72,43,6.51,3.29,45,Orthodox,0,18,7
Light Heavyweight (84.0–93.0 kg),83.91,0.5,1.7,12/7/1984,0,177.8,3,Dongi Yang,"""The Ox""",185.42,63,3.21,3.55,51,Southpaw,41,61,13
Light Heavyweight (84.0–93.0 kg),83.91,0.5,7.2,8/26/1995,0,175.26,3,Jacob Malkoun,"""Mamba""",185.42,50,2.49,3.89,56,Orthodox,44,0,7
Welterweight (70.4–77.1 kg),70.31,0.5,2.5,6/16/1984,1,172.72,6,Hacran Dias,,175.26,55,3.31,2.08,41,Orthodox,39,76,23
Featherweight (61.3–65.8 kg),65.77,0.5,0,11/17/1994,1,180.34,5,Jarno Errens,,185.42,52,2.93,1.67,38,Orthodox,0,33,13
Heavyweight (>=93.1 kg),120.2,0.5,3.9,7/12/1977,0,190.5,3,Brock Lesnar,,205.74,50,2.11,3.53,72,Orthodox,55,60,5
Featherweight (61.3–65.8 kg),65.77,0.5,0.36,12/31/1991,0,180.34,3,Michael Trizano,"""The Lone Wolf""",180.34,50,4.4,3.63,53,Orthodox,66,72,11
Light Heavyweight (84.0–93.0 kg),83.91,0.5,3.07,10/29/1987,0,190.5,3,Antonio Braga Neto,,195.58,45,3.92,1.36,33,Orthodox,37,0,9
Flyweight (≤56.7 kg),56.7,0.5,0,7/29/1992,0,165.1,4,Zarrukh Adashev,"""The Lion""",165.1,64,3.04,3.65,40,Southpaw,0,100,4
Middleweight (77.2–83.9 kg),77.11,0.5,1.43,9/28/1981,0,177.8,12,Sammy Morgan,"""The Squeeze""",,40,3.74,1.05,22,Orthodox,20,0,18
Welterweight (70.4–77.1 kg),70.31,0.5,0,4/8/1981,0,175.26,4,Bernardo Magalhaes,"""Trekko""",,68,3.37,1.8,27,Orthodox,0,0,13
Welterweight (70.4–77.1 kg),70.31,0.5,1.95,5/8/1975,5,170.18,19,Caol Uno,,177.8,50,1.9,1.91,49,Southpaw,31,37,33
Middleweight (77.2–83.9 kg),77.11,0.5,3.51,1/14/1986,0,185.42,3,Matthew Riddle,"""Deep Waters""",193.04,54,2.74,3.01,42,Southpaw,50,89,8
Featherweight (61.3–65.8 kg),61.23,0.5,1.5,4/12/1993,1,165.1,2,Shuya Kamikubo,,172.72,47,4.9,3.83,54,Switch,15,0,13
Featherweight (61.3–65.8 kg),65.77,0.5,0.1,11/27/1995,1,175.26,6,Charles Jourdain,"""Air""",175.26,58,4.21,5.71,49,Switch,16,47,15
Featherweight (61.3–65.8 kg),65.77,0.5,0.3,7/14/1979,1,177.8,13,Leonard Garcia,"""Bad Boy""",172.72,52,4.79,2.77,24,Orthodox,26,42,18
Featherweight (61.3–65.8 kg),61.23,0.5,1.5,8/26/1994,0,167.64,2,Gabriel Silva,,180.34,45,3.47,1.3,34,Orthodox,25,38,8
Featherweight (61.3–65.8 kg),61.23,0.5,0.48,7/15/1987,0,180.34,15,Kevin Croom,"""Crash""",185.42,41,3.1,2.65,34,Orthodox,5,30,21
Featherweight (61.3–65.8 kg),65.77,0.5,2.19,7/29/1981,0,172.72,5,Matt Grice,"""The Real One""",177.8,56,2.69,4.09,53,Orthodox,37,82,15
Light Heavyweight (84.0–93.0 kg),83.91,0.5,2.16,1/16/1993,0,177.8,1,Caio Borralho,"""The Natural""",190.5,60,1.98,2.73,58,Southpaw,63,57,15
Light Heavyweight (84.0–93.0 kg),92.99,0.5,0.72,10/4/1990,0,185.42,6,Karl Roberson,"""Baby K""",187.96,57,2.42,2.57,51,Southpaw,40,42,9
Featherweight (61.3–65.8 kg),65.77,0.5,3.34,5/6/1993,0,172.72,3,Spike Carlyle,"""The Alpha Ginger""",180.34,30,3.85,2.55,54,Switch,36,57,9
Featherweight (61.3–65.8 kg),65.77,0.5,2.97,7/25/1982,1,175.26,8,Tom Niinimaki,"""Stoneface""",175.26,58,2.31,1.91,54,Orthodox,46,33,22
Featherweight (61.3–65.8 kg),61.23,0.5,2.52,4/17/1987,0,170.18,3,Nick Pace,,172.72,57,3.14,1.48,34,Orthodox,43,54,8
Light Heavyweight (84.0–93.0 kg),83.91,0.5,2.85,3/21/1985,0,185.42,3,John Salter,,187.96,68,1.68,1.68,32,Southpaw,46,66,14
Light Heavyweight (84.0–93.0 kg),83.91,0.5,0.27,11/20/1986,0,187.96,13,Chris Camozzi,,190.5,56,2.96,3.57,44,Orthodox,19,57,24
Featherweight (61.3–65.8 kg),65.77,0.5,0.65,5/30/1983,0,175.26,17,Bart Palaszewski,"""Bartimus""",177.8,57,3.97,2.67,32,Orthodox,31,53,36
Featherweight (61.3–65.8 kg),65.77,0.5,0.71,6/7/1992,1,187.96,1,Sean Woodson,"""The Sniper""",198.12,57,4,5.41,46,Orthodox,80,83,10
Heavyweight (>=93.1 kg),111.13,0.5,0.58,4/12/1990,0,193.04,2,Ciryl Gane,"""Bon Gamin""",205.74,63,2.19,5.49,60,Orthodox,21,50,12
Featherweight (61.3–65.8 kg),65.77,0.5,0,11/11/1988,0,182.88,3,Lucas Martins,"""Mineiro""",182.88,60,4.14,2.87,35,Southpaw,0,76,19
Featherweight (61.3–65.8 kg),65.77,0.5,1.49,1/31/1987,0,167.64,9,Renan Barao,"""The Baron""",177.8,57,3.9,3.78,36,Orthodox,41,91,34
Middleweight (77.2–83.9 kg),77.11,0.5,0,5/24/1985,0,182.88,5,Hernani Perpetuo,,,55,4.37,2.73,29,Orthodox,0,37,18
Light Heavyweight (84.0–93.0 kg),92.99,0.5,0.5,3/1/1977,2,187.96,10,James Zikic,"""The Messiah""",,44,1.6,1.47,35,Orthodox,25,74,21
Light Heavyweight (84.0–93.0 kg),83.91,0.5,0.52,10/20/1996,0,190.5,3,Mario Sousa,"""Coração Valente""",200.66,28,2.99,2.82,50,Orthodox,25,37,15
Middleweight (77.2–83.9 kg),83.01,0.5,0.76,7/17/1975,9,180.34,33,Yuki Kondo,,,51,2.57,1.14,42,Southpaw,41,37,60
Featherweight (61.3–65.8 kg),65.77,0.5,0.51,6/28/1995,0,175.26,4,Jacob Kilburn,"""The Killer""",182.88,35,6.78,2.56,33,Orthodox,5,20,8
Light Heavyweight (84.0–93.0 kg),83.91,0.5,3.71,9/1/1981,0,182.88,4,Nick Catone,"""The Jersey Devil""",182.88,63,2.32,2.11,44,Southpaw,44,83,10
Middleweight (77.2–83.9 kg),77.11,0.5,0,12/4/1975,0,182.88,5,Julio Paulino,"""The Dominican Demon""",,48,1.87,0.97,27,Orthodox,0,37,23
Welterweight (70.4–77.1 kg),70.31,0.5,2.13,5/20/1983,1,175.26,9,Roger Huerta,"""El Matador""",177.8,56,2.33,3.64,36,Orthodox,46,52,23
Middleweight (77.2–83.9 kg),77.11,0.5,1.98,7/21/1981,0,187.96,12,Yushin Okami,"""Thunder""",190.5,60,2.25,2.06,38,Southpaw,39,84,34
Welterweight (70.4–77.1 kg),70.31,0.5,5.37,9/30/1991,0,175.26,1,Natan Levy,,180.34,58,3.52,4.01,51,Southpaw,57,41,8
Featherweight (61.3–65.8 kg),65.77,0.5,2.9,9/4/1994,0,180.34,7,Humberto Bandenay,,180.34,41,4.79,2.22,41,Southpaw,46,62,14
Middleweight (77.2–83.9 kg),77.11,0.5,1.53,1/11/1987,1,182.88,7,Peter Sobotta,,190.5,58,2.9,2.14,40,Southpaw,32,77,17
Middleweight (77.2–83.9 kg),77.11,0.5,1.04,8/27/1995,0,175.26,2,Louis Cosce,,180.34,47,5.35,4.31,45,Orthodox,20,50,7
Heavyweight (>=93.1 kg),112.94,0.5,0.45,9/15/1992,0,190.5,3,Marcelo Golm,,190.5,45,4.3,4.27,58,Orthodox,50,87,6
Middleweight (77.2–83.9 kg),77.11,0.5,0.98,8/24/1978,0,175.26,9,Francisco Trinaldo,"""Massaranduba""",177.8,60,2.67,3.13,45,Southpaw,42,60,28
Welterweight (70.4–77.1 kg),70.31,0.5,0.49,4/15/1983,0,175.26,10,Tae Hyun Bang,"""The Korean Cowboy""",180.34,66,2.07,2.72,38,Switch,33,57,18
Light Heavyweight (84.0–93.0 kg),83.91,0.5,1.69,2/2/1978,1,175.26,10,Hector Lombard,"""Showeather""",180.34,53,3.35,3.02,46,Southpaw,48,77,34
Featherweight (61.3–65.8 kg),61.23,0.5,1.4,10/31/1974,0,160.02,7,Charlie Valencia,,162.56,77,2.61,2.58,37,Orthodox,53,75,12
Flyweight (≤56.7 kg),56.7,0.5,3.35,8/13/1986,1,160.02,3,Demetrious Johnson,"""Mighty Mouse""",167.64,67,1.66,3.43,54,Orthodox,56,65,27
Heavyweight (>=93.1 kg),112.49,0.5,1.93,7/19/1987,0,193.04,1,Jon Jones,"""Bones""",213.36,64,2.22,4.29,57,Orthodox,45,95,27
Light Heavyweight (84.0–93.0 kg),83.91,0.5,1.66,9/20/1993,1,182.88,7,Marvin Vettori,"""The Italian Dream""",187.96,56,4.24,4.56,45,Southpaw,45,69,19
Middleweight (77.2–83.9 kg),77.11,0.5,3.78,7/20/1974,0,182.88,5,Aaron Simpson,"""A-Train""",185.42,56,2.53,3.6,52,Orthodox,34,83,12
Light Heavyweight (84.0–93.0 kg),83.91,0.5,0,5/2/1990,0,193.04,4,Alex Nicholson,"""The Spartan""",195.58,47,4.65,4.12,43,Orthodox,0,50,7
Light Heavyweight (84.0–93.0 kg),92.99,0.5,1.15,4/8/1983,0,190.5,17,Ovince Saint Preux,,203.2,46,3.14,2.71,47,Southpaw,38,66,26
Light Heavyweight (84.0–93.0 kg),92.99,0.5,0,9/2/1983,0,185.42,9,Sean O'Connell,"""The Real OC""",187.96,45,6.77,5.46,48,Orthodox,0,30,17
Middleweight (77.2–83.9 kg),77.11,0.5,0.67,12/18/1988,1,182.88,6,Bojan Velickovic,"""Serbian Steel""",193.04,57,2.31,2.18,34,Southpaw,25,55,15
Welterweight (70.4–77.1 kg),70.31,0.5,0.46,12/24/1985,0,177.8,12,Jesse Ronson,"""The Body Snatcher""",177.8,57,3.39,3.54,47,Southpaw,28,57,21
Light Heavyweight (84.0–93.0 kg),92.99,0.5,0,9/12/1978,0,187.96,10,James Irvin,"""The Sandman""",190.5,35,3.86,2.03,48,Orthodox,0,36,17
Welterweight (70.4–77.1 kg),70.31,0.5,4,8/13/1975,0,170.18,5,Ronys Torres,"""Jungle Boy""",,57,1.93,0.87,26,Orthodox,47,16,35
Light Heavyweight (84.0–93.0 kg),83.91,0.5,1,9/6/1987,0,180.34,2,Justin Jones,,,45,3.17,1.7,36,Orthodox,15,46,9
Light Heavyweight (84.0–93.0 kg),92.99,0.5,1.85,2/23/1968,0,170.18,3,Wallid Ismail,,,44,0.83,0.92,31,Orthodox,28,0,9
